video_id,url,total_minutes,transcript_length,difficulty,should_watch,efficiency_score,keywords,has_code,has_formulas,summary,reason,raw_transcript
oBt53YbR9Kk,https://www.youtube.com/watch?v=oBt53YbR9Kk,309.9,66754,Intermediate,1,80,"dynamic programming, Fibonacci sequence, memoization, recursion, time complexity, space complexity",1,1,"The video discusses dynamic programming, specifically the Fibonacci sequence, and how to improve the efficiency of the recursive implementation using memoization and dynamic programming techniques.",The video provides a clear and detailed explanation of dynamic programming and its application to the Fibonacci sequence.,"[00:03] Hey programmers, I'm Alvin l come to our course
on dynamic programming. So dynamic programming
[00:08] is one of my most favorite topics to teach.
But unfortunately, I feel like dynamic programming
[00:12] also has a reputation for being a very difficult
topic. That being said, I think dynamic programming
[00:18] can be very intuitive. If we actually take
a nice gradual progression through the material,
[00:23] right? A lot of students have this habit of
just trying to attempt a pretty hard dynamic
[00:28] programming problems, without going through
the necessary steps of really understanding
[00:32] the material, right? It goes without saying,
if you want to do well on those data structure
[00:35] and algorithm interviews, you definitely need
to know dynamic programming. So I hope to
[00:39] give you all the background knowledge, you
need to really crush those types of problems.
[00:43] Now, that being said, What problems are we
going to solve throughout the course? Here
[00:47] are a few examples. So one question I can
ask you is to calculate the fourth number
[00:50] on the Fibonacci sequence seems like a very
easy problem, can also ask you to count the
[00:54] number of different ways to move through a
six by nine grid, or something different,
[00:58] like given a set of coins? How can we make
27 cents in the least number of coins? A final
[01:03] example would be given a set of substrings?
What are the possible ways to construct a
[01:08] string potent pot? And all of these questions
really fall under the umbrella of dynamic
[01:14] programming. And this is really why I think
the topic has such a bad reputation or being
[01:18] very difficult, because the problems ranged
so much, right? It looks like these problems
[01:23] are totally different. And there may not be
any underlying mechanics that we can use to
[01:28] tackle all of them. But the short answer is,
we really can if we have the correct way of
[01:32] thinking about these problems. That being"
aircAruvnKk,https://www.youtube.com/watch?v=aircAruvnKk,18.4,3643,Intermediate,1,90,"neural networks, deep learning, machine learning, handwritten digit recognition, artificial intelligence",0,1,"This video introduces the concept of neural networks, explaining how they are inspired by the brain and can be used to recognize handwritten digits. The video breaks down the structure of a neural network, including the input layer, hidden layers, and output layer, and explains how the activations in one layer determine the activations in the next layer. The video also discusses the importance of weights and biases in the network and how they can be adjusted to improve the network's performance.","The video provides a clear and concise introduction to neural networks, making it a great resource for those looking to learn about the topic.","[00:04] This is a 3.
[00:06] It's sloppily written and rendered at an extremely low resolution of 28x28 pixels,
[00:10] but your brain has no trouble recognizing it as a 3.
[00:14] And I want you to take a moment to appreciate how
[00:16] crazy it is that brains can do this so effortlessly.
[00:19] I mean, this, this and this are also recognizable as 3s,
[00:22] even though the specific values of each pixel is very different from one
[00:27] image to the next.
[00:28] The particular light-sensitive cells in your eye that are firing when you
[00:32] see this 3 are very different from the ones firing when you see this 3.
[00:37] But something in that crazy-smart visual cortex of yours resolves these as representing
[00:42] the same idea, while at the same time recognizing other images as their own distinct
[00:47] ideas.
[00:49] But if I told you, hey, sit down and write for me a program that takes in a grid of
[00:54] 28x28 pixels like this and outputs a single number between 0 and 10,
[00:59] telling you what it thinks the digit is, well the task goes from comically trivial to
[01:04] dauntingly difficult.
[01:07] Unless you've been living under a rock, I think I hardly need to motivate the relevance
[01:10] and importance of machine learning and neural networks to the present and to the future.
[01:15] But what I want to do here is show you what a neural network actually is,
[01:18] assuming no background, and to help visualize what it's doing,
[01:22] not as a buzzword but as a piece of math.
[01:25] My hope is that you come away feeling like the structure itself is motivated,
[01:28] and to feel like you know what it means when you read,
[01:31] or you hear about a neural network quote-unquote learning.
[01:35] This video is just going to be devoted to the structure component of that,
[01:38] and the following one is going to tackle learning.
[01:40] What we're going to do is put together a neural
[01:43] network that can learn to recognize handwritten digits.
[0"
WbzNRTTrX0g,https://www.youtube.com/watch?v=WbzNRTTrX0g,109.5,24917,Beginner,1,90,"Artificial Intelligence, Python, Search Problems, States, Actions, Transition Models",0,0,"This video is an introduction to artificial intelligence with Python, covering the basics of search problems, including states, actions, transition models, goal tests, and path costs.",The video provides a clear and comprehensive introduction to the fundamentals of artificial intelligence and search problems.,"[00:00] [MUSIC]
[00:17] BRIAN YU: All right.
[00:18] Welcome, everyone, to an Introduction
to Artificial Intelligence with Python.
[00:22] My name is Brian Yu.
[00:23] And in this class, we'll explore
some of the ideas, and techniques,
[00:26] and algorithms that are at the
foundation of artificial intelligence.
[00:30] Now, artificial intelligence covers a
wide variety of types of techniques.
[00:34] Anytime you see a
computer do something that
[00:36] appears to be intelligent
or rational in some way,
[00:39] like recognizing
someone's face in a photo,
[00:41] or being able to play a
game better than people can,
[00:44] or being able to understand human
language when we talk to our phones
[00:47] and they understand what we mean
and are able to respond back to us,
[00:50] these are all examples of AI,
or artificial intelligence.
[00:54] And in this class we'll explore some of
the ideas that make that AI possible.
[00:58] So we'll begin our
conversations with search.
[01:00] The problem of, we
have an AI and we would
[01:02] like the AI to be able to search for
solutions to some kind of problem,
[01:06] no matter what that problem might be.
[01:07] Whether it's trying to get driving
directions from point A to point B,
[01:11] or trying to figure
out how to play a game,
[01:13] giving a tic-tac-toe game, for
example, figuring out what move
[01:16] it ought to make.
[01:17] After that, we'll take
a look at knowledge.
[01:20] Ideally, we want our AI to
be able to know information,
[01:23] to be able to represent
that information,
[01:25] and more importantly, to be able to
draw inferences from that information.
[01:28] To be able to use the information it
knows and draw additional conclusions.
[01:32] So we'll talk about how AI can be
programmed in order to do just that.
[01:37] Then we'll explore the
topic of uncertainty.
[01:39] Talking about ideas of, what happens
if a computer isn't sure about a fact
[01:43] but maybe is only sure
with a certain probability?
[01:4"
Y8Tko2YC5hA,https://www.youtube.com/watch?v=Y8Tko2YC5hA,4.1,773,Beginner,1,90,"Python, programming language, data analysis, artificial intelligence, automation",1,0,"This video discusses the top 3 questions about Python, including what it is, what it can be used for, and why it's popular. Python is a beginner-friendly language used for various tasks such as data analysis, artificial intelligence, and automation. It's a multi-purpose language with a simple syntax, making it a great choice for people from different disciplines.","The video provides a comprehensive introduction to Python and its uses, making it a great resource for beginners.","[00:00] In this video, I'm going to answer the top 3 questions
[00:04] my students ask me about Python. What is Python? What 
[00:08] can you do with it? And why is it so popular? In other words, what
[00:12] does it do that other programming languages don't? Python is the 
[00:16] world's fastest growing and most popular programming language, not just 
[00:20] amongst software engineers, but also amongst mathematicians, 
[00:24] data analysts, scientists, accountants, networking engineers,
[00:28] and even kids! Because it's a very beginner friendly programming 
[00:32] language. So people from different disciplines use Python
[00:36] for a variety of different tasks, such as data analysis and visualization, 
[00:40] artificial intelligence and machine learning, automation 
[00:44] in fact this is one of the big uses of Python amongst people who are not software
[00:48] developers. If you constantly have to do boring, repetitive 
[00:52] tasks, such as copying files and folders around, renaming them, 
[00:56] uploading them to a server, you can easily write a Python script to
[01:00] automate all that and save your time. And that's just one example, if you
[01:04] continuously have to work with excel spreadsheets, PDF's, CS
[01:08] View files, download websites and parse them, you can automate all
[01:12] that stuff with Python. So you don't have to be a software developer to use Python.
[01:16] You could be an accountant, a mathematician, or a scientist, and use Python 
[01:20] to make your life easier. You can also use Python to build 
[01:24] web, mobile and desktop applications as well as software 
[01:28] testing or even hacking. So Python is a multi purpose language. 
[01:32] Now if you have some programming experience you may say, ""But Mosh
[01:36] we can do all this stuff with other programming languages, so what's the big deal 
[01:40] about Python?"" Here are a few reasons. With Python you can 
[01:44] solve complex problems in less time with fewer lines o"
PKfR6bAXr-c,https://www.youtube.com/watch?v=PKfR6bAXr-c,16.1,3207,Intermediate,0,80,"intermittent fasting, ketosis, glucose metabolism, longevity, health benefits",0,0,"The video discusses the benefits of eating once a day, citing examples from history and science to support the idea that our bodies are designed to thrive on less frequent meals. The speaker shares their personal experience of switching to a one-meal-per-day diet and reports improved energy levels, reduced hunger, and increased focus.",The video provides a unique perspective on the traditional three-meals-per-day paradigm and offers a compelling argument for reconsidering our eating habits.,"[00:01] Longevity & Why I Eat Once a Day
Nutrition & Our Hybrid Body
[00:07] In the 1950’s, my friend Bill was a very
gifted Engineer who made an extraordinary
[00:11] car.
[00:12] The car’s main fuel source was electricity,
and gasoline was to be put in whenever available.
[00:16] It was fine for the car to use gasoline every
other day or so, but the problem was that
[00:20] people ran it on gasoline nearly 90% of the
time.
[00:24] This resulted in the car breaking down frequently,
all the while Bill was trying to tell people
[00:28] ""Use it the way it was designed!”
[00:31] Despite his advice, people continued to theorize
about how to properly use the car.
[00:35] Bill went bankrupt and left the Automotive
industry soon after.
[00:38] This situation my poor imaginary friend Bill
found himself in is quite like our modern
[00:43] Health Environment.
[00:44] How did eating get so complicated?
[00:46] Most of us just want to feel good, look good
and live a long life.
[00:50] You would think by now there would be a straightforward
consensus on what our eating habits should
[00:53] look like, but we’re faced with countless
trains of thought on the topic.
[00:57] Maybe we’re supposed to be doing the ABC
diet or XYZ diet or something in between?
[01:02] One of the first “diets” was proposed
by a man named George Cheyne in 1724.
[01:06] Now, on Amazon you can find over 50,000 different
books on the topic.
[01:10] Like Bill’s car, surely there is a simple
way we should be fueling our bodies that is
[01:14] most suitable for its design.
[01:16] Obviously we’re not engineered, but we Homo
Sapiens emerged around 200,000 years ago and
[01:21] the majority of that time, the food environment
could not have been anything like today’s
[01:24] food environment.
[01:25] Agriculture didn’t even exist for a good
190,000 years of that time.
[01:30] Not even the fruits and vegetables we have
today would have been similar as we hadn’t
[01:34] cultivated them to our liking.
[01:36] Just 70"
dQw4w9WgXcQ,https://www.youtube.com/watch?v=dQw4w9WgXcQ,3.5,548,Beginner,0,0,"Rick Astley, Never Gonna Give You Up, Music, Song, 80s",0,0,"The video is a song by Rick Astley, titled Never Gonna Give You Up, with repetitive lyrics about commitment and loyalty.",The video does not provide any educational or informative content.,"[00:01] [♪♪♪]
[00:18] ♪ We're no strangers to love ♪
[00:22] ♪ You know the rules
and so do I ♪
[00:27] ♪ A full commitment's
what I'm thinking of ♪
[00:31] ♪ You wouldn't get this
from any other guy ♪
[00:35] ♪ I just wanna tell you
how I'm feeling ♪
[00:40] ♪ Gotta make you understand ♪
[00:43] ♪ Never gonna give you up ♪
[00:45] ♪ Never gonna let you down ♪
[00:47] ♪ Never gonna run around
and desert you ♪
[00:51] ♪ Never gonna make you cry ♪
[00:53] ♪ Never gonna say goodbye ♪
[00:55] ♪ Never gonna tell a lie
and hurt you ♪
[01:00] ♪ We've known each other
for so long ♪
[01:04] ♪ Your heart's been aching
but you're too shy to say it ♪
[01:09] ♪ Inside we both know
what's been going ♪
[01:13] ♪ We know the game
and we're gonna play it ♪
[01:17] ♪ And if you ask me
how I'm feeling ♪
[01:22] ♪ Don't tell me
you're too blind to see ♪
[01:25] ♪ Never gonna give you up ♪
[01:27] ♪ Never gonna let you down ♪
[01:29] ♪ Never gonna run around
and desert you ♪
[01:33] ♪ Never gonna make you cry ♪
[01:35] ♪ Never gonna say goodbye ♪
[01:38] ♪ Never gonna tell a lie
and hurt you ♪
[01:42] ♪ Never gonna give you up ♪
[01:44] ♪ Never gonna let you down ♪
[01:46] ♪ Never gonna run around
and desert you ♪
[01:50] ♪ Never gonna make you cry ♪
[01:52] ♪ Never gonna say goodbye ♪
[01:54] ♪ Never gonna tell a lie
and hurt you ♪
[01:59] ♪ (Ooh, give you up) ♪
[02:03] ♪ (Ooh, give you up) ♪
[02:08] ♪ Never gonna give,
never gonna give ♪
[02:10] ♪ (Give you up) ♪
[02:12] ♪ Never gonna give,
never gonna give ♪
[02:14] ♪ (Give you up) ♪
[02:16] ♪ We've known each other
for so long ♪
[02:21] ♪ Your heart's been aching
but you're too shy to say it ♪
[02:25] ♪ Inside we both know
what's been going ♪
[02:29] ♪ We know the game
and we're gonna play it ♪
[02:33] ♪ I just wanna tell you
how I'm feeling ♪
[02:38] ♪ Gotta make you understand ♪
[02:41] ♪ Never gonna give you up ♪
[02:43] ♪ Never gonna let you down ♪
[02:45] ♪ Never gonna run around
and desert you ♪
[02:49] ♪ Never gonna make you "
ZSt9tm3RoUU,https://www.youtube.com/watch?v=ZSt9tm3RoUU,1.7,93,Beginner,0,20,"Evolution, Theory, Life, Purpose, Philosophy",0,0,"The video discusses the theory of evolution and the purpose of life, questioning whether humans were made for more than chaos and destruction. It encourages viewers to think about their own beliefs on the matter. The video is more philosophical than scientific.","The video lacks concrete information and scientific evidence, making it more of a philosophical discussion than an educational video.","[00:00] Today , I want to show our Earth in the theory of Evolution
[00:05]  
[00:22] Made in total chaos and destruction
[00:45] What is life ?
[00:49] IS THIS LIFE FOR US
[00:56]  
[00:58]  
[01:00] Evolved for what ?
[01:02]  
[01:04]  
[01:06]  
[01:08] For more chaos and destruction ?
[01:10]  
[01:12] Or where we made for more than this
[01:17]  
[01:18]  
[01:18] I can only say this to YOU ...
[01:22]  
[01:26] What do YOU believe ?
[01:28]  
[01:30]  
[01:32] subtitles by Jonah Hawke
[01:34]  
[01:36] WHAT DO YOU BELIEVE ?
[01:38]  "
BKorP55Aqvg,https://www.youtube.com/watch?v=BKorP55Aqvg,7.5,1322,Intermediate,0,20,"project management, design, perpendicular lines, color theory",0,0,"A company representative discusses a project with a design specialist to draw seven red lines, with some lines requiring green or transparent ink, and all lines being strictly perpendicular to each other.",The video appears to be a comedic sketch about the absurdity of the project requirements rather than an educational or informative video.,"[00:00] our company has a new strategic
[00:02] initiative to increase Market
[00:04] penetration maximize brand loyalty and
[00:06] enhance intangible Assets in pursuit of
[00:09] these objectives we've started a new
[00:11] project for which we require seven red
[00:13] lines I understand your company can help
[00:15] us in this matter of course Walter here
[00:18] will be the project manager Walter we
[00:21] can do this can't we yes of course
[00:24] Anderson here is our expert in all
[00:25] matters related to the drawing red lines
[00:27] we've brought him along today to share
[00:28] his professional opinion nice to meet
[00:30] you well you all know me this is Justine
[00:33] our company's design specialist hello we
[00:36] need you to draw seven red lines all of
[00:39] them strictly perpendicular some with
[00:41] green ink and some with transparent can
[00:43] you do
[00:45] that no I'm afraid let's not rush into
[00:47] any Hasty answers Anderson the task has
[00:50] been set and needs to be carried out at
[00:51] the end of the day you are an expert the
[00:53] term Red Line implies the color of the
[00:55] line to be red to draw a red line with
[00:57] green ink is well if it's not exactly
[01:00] impossible it's pretty close to being
[01:01] impossible what does that even mean
[01:04] impossible I mean it is possible there
[01:06] are some people say suffering from color
[01:07] blindness For Whom the color of the
[01:09] lines doesn't really make a difference
[01:11] but I'm quite sure that the target
[01:12] audience of your project doesn't consist
[01:14] solely of such people so in principle
[01:16] this is
[01:18] possible I'll simplify a line as such
[01:22] can be drawn with absolutely any ink but
[01:24] if you want to get a red line you need
[01:25] to use red
[01:26] ink what if we draw them with blue ink M
[01:30] it still won't work if you use blue ink
[01:32] you'll get blue
[01:36] lines and what exactly did you mean when
[01:38] you tal"
H14bBuluwB8,https://www.youtube.com/watch?v=H14bBuluwB8,6.1,986,Intermediate,1,90,"grit, growth mindset, education, motivation, success",0,0,"The speaker discusses their experience as a teacher and how they discovered that IQ is not the only factor in determining a student's success. They found that grit, or passion and perseverance, is a significant predictor of success. The speaker also discusses the concept of growth mindset and how it can help build grit in kids.",The video provides valuable insights into the importance of grit and growth mindset in achieving success.,"[00:00] Transcriber: Joseph Geni
Reviewer: Morton Bast
[00:12] When I was 27 years old,
[00:14] I left a very demanding job
in management consulting
[00:18] for a job that was even more
demanding: teaching.
[00:23] I went to teach seventh graders math
[00:25] in the New York City public schools.
[00:28] And like any teacher,
I made quizzes and tests.
[00:31] I gave out homework assignments.
[00:33] When the work came back,
I calculated grades.
[00:36] What struck me was that IQ
was not the only difference
[00:41] between my best and my worst students.
[00:45] Some of my strongest performers
did not have stratospheric IQ scores.
[00:50] Some of my smartest kids
weren't doing so well.
[00:54] And that got me thinking.
[00:56] The kinds of things you need
to learn in seventh grade math,
[00:59] sure, they're hard: ratios, decimals,
the area of a parallelogram.
[01:04] But these concepts are not impossible,
[01:07] and I was firmly convinced
that every one of my students
[01:11] could learn the material
[01:14] if they worked hard and long enough.
[01:16] After several more years of teaching,
[01:19] I came to the conclusion
that what we need in education
[01:23] is a much better understanding
of students and learning
[01:26] from a motivational perspective,
[01:28] from a psychological perspective.
[01:31] In education, the one thing
we know how to measure best is IQ.
[01:38] But what if doing
well in school and in life
[01:42] depends on much more
[01:44] than your ability to learn
quickly and easily?
[01:48] So I left the classroom,
[01:50] and I went to graduate school
to become a psychologist.
[01:53] I started studying kids and adults
[01:56] in all kinds of super
challenging settings,
[01:58] and in every study my question was,
[02:01] who is successful here and why?
[02:04] My research team and I went
to West Point Military Academy.
[02:08] We tried to predict which cadets
[02:10] would stay in military training
and which would drop out.
[02:14] We went to the N"
TQMbvJNRpLE,https://www.youtube.com/watch?v=TQMbvJNRpLE,17.8,3448,Intermediate,0,90,"marginal improvements, decision-making, productivity, success, personal development",0,0,"The speaker discusses how small, marginal improvements in our decision-making processes can have a significant impact on our outcomes, using examples from art, tennis, and personal experience to illustrate this point.",The video provides valuable insights into the power of marginal improvements and how they can be applied to achieve success in various areas of life.,"[00:00] Translator: Oriel Yu
Reviewer: Queenie Lee
[00:10] By a show of hands.
[00:11] How many of you believe you
could replicate this image of Brad Pitt
[00:15] with just a pencil and piece of paper?
[00:17] Well, I'm going to show you
how to do this.
[00:21] And in so doing,
[00:22] I'm going to give you the skill necessary
[00:24] to become a world-class artist.
[00:27] And it shouldn't take
more than about 15 seconds.
[00:30] But before I do that,
[00:31] how many of you believe
you could replicate this image
[00:34] of a solid gray square?
[00:36] (Laughter)
[00:37] Every one of us.
[00:38] And if you can make one gray square,
[00:40] you can make two, three, nine ...
[00:43] Truth of the matter is,
[00:44] if you could made just one gray square,
[00:46] it'd be very difficult to argue
[00:48] that you couldn't make
every gray square necessary
[00:52] to replicate the image in its entirety.
[00:55] And there you have it.
[00:56] I've just given you the skills necessary
to become a world-class artist.
[01:00] (Laughter)
[01:01] I know what you're thinking.
[01:03] ""That's not real art,
[01:04] certainly wouldn't make me
a world-class artist.""
[01:07] So let me introduce you to Chuck Close.
[01:09] He's one of the highest-earning artists
in the entire world, for decades,
[01:14] he creates his art
using this exact technique.
[01:18] You see, what stands between us
[01:20] and achieving even
our most ambitious dreams
[01:23] has far less to do with possessing
some magical skill or talent,
[01:27] and far more to do with
how we approach problems
[01:30] and make decisions to solve them.
[01:33] And because of the continuous
and compounding nature
[01:35] of all those millions of decisions
[01:38] that we face on a regular basis,
[01:40] even a marginal improvement in our process
[01:43] can have a huge impact on our end results.
[01:45] And I'll prove this to you
[01:47] by taking a look at
the career of Novak Djokovic.
[01:50] Back in 2004,
[01:51] when he first "
m9s1NQG3TNY,https://www.youtube.com/watch?v=m9s1NQG3TNY,22.0,4424,Beginner,0,80,"YouTube, challenges, comedy, entertainment, gaming",0,0,"The video features a group of YouTubers competing in various challenges, including playing carrom with their legs, with a comedic and entertaining tone.","The video is entertaining and light-hearted, making it enjoyable to watch.","[00:05] We've spent 100 million bucks on this video,
[00:09] but before we get to the video,
[00:10] Karl, Chandler, 
[00:12] how about taking on a challenge?
[00:13] Of course Jimmy! Why not?
[00:14] But what?
[00:14] Well, that only the transition will tell
[00:16] So now we are at the world's cheapest hotel
[00:19] the footpath,
[00:20] and I am going to spend the entire night here.
[00:23] Take this son. Eat something.
[00:26] Hey, wait a second.
[00:28] This is for you.
[00:31] So right now, it's 12:30 at night.
[00:33] Karl,
[00:34] how about doing one more challenge before we doze off?
[00:35] Hell yeah Jimmy!
[00:36] If you can tell me what 96 times 63 is, 
[00:38] the answer amount will be yours.
[00:41] 6048 Jimmy
[00:44] Mr Einstein, did anyone ask you?
[00:46] Just go to sleep.
[00:47] It was 2:30 in the night,
[00:48] and I was starting to miss that heartbreaker.
[00:52] Can you take out the bundle of cash from your pocket and sleep?
[00:56] That’s not a bundle of cash, Chandler.
[01:01] That was a nice expression
[01:02] we can use it in the thumbnail.
[01:04] Now go to sleep.
[01:05] Lots of work to do tomorrow.
[01:07] For you.
[01:09] Good morning.
[01:10] So yesterday's challenge was successful.
[01:12] I dozed off, but these two morons couldn't sleep.
[01:14] Because you were singing T-Series songs in your dreams all night.
[01:17] Yeah, I'm afraid Arijit might sing for them again
[01:20] and get ahead of me.
[01:23] I’m getting a call.
[01:25] Motherf*cker!
[01:26] Arijit’s Ringtone?
[01:28] Now we are inside the bungalow.
[01:29] It’s the first day of the Indian Creator Olympics,
[01:32] Format is really simple
[01:34] but I will make it really complicated with the help of graphics.
[01:37] Your favourite youtubers will compete
[01:40] in every event and win a gold medal,
[01:42] because now indian youtubers have also started to flex
[01:45] And the first event is
[01:46] playing carrom with your legs!
[01:48] Hey Karl!
[01:49] Have you ever pla"
bTLaCs-RWYk,https://www.youtube.com/watch?v=bTLaCs-RWYkhttps://www.youtube.com/watch?v=xcJo87se5Kghttps://www.youtube.com/watch?v=xBIowQ0WaR8,65.4,9257,Intermediate,0,60,"TV show, movie, reaction, analysis, plot discussion",0,0,"The video appears to be a reaction and analysis of a TV show or movie, with the hosts discussing plot points and trying to piece together clues to understand the story.","The video is more of a discussion and reaction to a story, rather than an educational or informative video.","[00:03] What's up y'all? Fitting day here with
[00:06] Brenn and Shilly. You know what time it
[00:08] is? Assur time.
[00:10] >> Yes,
[00:11] >> we're finishing up this adventure.
[00:14] >> Binging, baby.
[00:15] >> Binging all day today. And are we so
[00:18] happy we got to? Because we need
[00:20] answers. We need them now. And hopefully
[00:23] you're going to join us for the whole
[00:25] ride. Right. Good to go.
[00:27] >> Again, if you at this point want to
[00:29] watch the whole thing because nothing
[00:31] makes sense in the highlights, then go
[00:34] to patreon.com/sump
[00:36] or cineump.com and you'll get the full
[00:38] reaction. Bring your own copy. We'll
[00:41] watch it together. It'll be a time.
[00:42] >> That's right.
[00:43] >> Otherwise, just chill and let's try to
[00:46] piece it together cuz we need answers.
[00:49] All right. Thanks for coming back,
[00:50] y'all. Let's get right into it. Okay.
[01:21] Yes, my lord.
[01:32] which is what he wears. Uhhuh.
[01:49] Okay.
[02:07] Ah, not me. Free reign, baby. Manot
[02:14] the system has let you down and I'm He's
[02:16] like wrong. I have no emotions.
[02:18] >> That's right.
[02:23] I mean, not really
[02:35] principal.
[02:40] No, he won't. Not really.
[03:05] Oh. Oh,
[03:08] I hope
[03:13] not in a positive way.
[03:17] Oh my gosh.
[03:18] >> Long game.
[03:20] >> For real.
[03:25] >> We couldn't save one man.
[03:27] >> Yep. Outsmarted.
[03:29] >> Stomach lining shows acidic damage.
[03:35] >> So neurotoxic zootoxins traces which
[03:38] >> neurotoxin
[03:40] it has to be snake poisoning. So
[03:42] neurotoxins India
[03:45] mostly ah that's right
[03:47] >> king snake the cobra and the crate.
[03:52] Okay there's one more black mamba.
[03:57] Oh that fast it is
[04:05] except for the
[04:07] >> maybe he was pricricked cuz it's
[04:08] directly into the bloodstream. Oh,
[04:11] >> the heck is that?
[04:12] >> And the answer is as simple
[04:15] as an ulcer.
[04:16] >> Oh,
[04:16] >> h"
bYSRPuDEnTg,https://www.youtube.com/watch?v=bYSRPuDEnTghttps://www.youtube.com/watch?v=DepUW80BQDwhttps://www.youtube.com/watch?v=bTLaCs-RWYkhttps://www.youtube.com/watch?v=xcJo87se5Kghttps://www.youtube.com/watch?v=xBIowQ0WaR8,8.7,1018,Beginner,0,20,"summer vacation, comedy, gaming, Loco app, shaved ice",0,0,"The video transcript appears to be a comedic dialogue between various individuals discussing their plans for summer vacation, playing games, and trying to beat the heat. The conversation is light-hearted and humorous, with some characters trying to make money by selling shaved ice or playing games on the Loco app.","The video does not appear to provide any educational or informative content, and the dialogue is primarily comedic and entertaining.","[00:01] Tell me one thing.
- Yeah?
[00:03] What are you going to
do in summer vacation?
[00:05] I will join arts class...
[00:07] ...and dance class...
[00:09] ...and was thinking of starting
to study for next grade.
[00:12] What will you do?
- I?
[00:14] I'm going to go to
Goa with my parents.
[00:17] And when I'm there...
[00:18] ...I'll jump into
a river in Goa...
[00:19] ...right in the middle.
[00:21] Just imagine,
water in the front, on the left...
[00:24] ...on the right and
even behind me.
[00:25] Water on all sides!
[00:28] Water! Water!
[00:29] Water!
[00:32] Water. 'Right in the middle.'
[00:34] 'Just imagine...
[00:36] ...water on the left...
[00:39] ...on the right.'
[00:40] 'Water on all sides!'
[00:42] 'Water! Water!'
[00:44] 'Water! Water!'
[00:51] Who will fill
the rest of the bottles?
[00:53] Get up and fill them.
Put them in the fridge to get cold.
[00:58] Let's go out, bro.
- Why?
[01:00] To play.
- You want to play out?
[01:02] God will play with
our lives out there.
[01:05] Everyone is showering
with sweat!
[01:07] And if you want to play,
let's sit here and play.
[01:09] What?
- Loco.
[01:12] Answer this.
[01:13] 'In which of the
following countries...
[01:14] ...would you experience
winter in May and July? USA...
[01:18] ...Australia or India?'
- India.
[01:20] India?
[01:22] It's winter in India right now?
[01:23] The kids out there are
playing in the snow, right?
[01:26] Everyone is skiing out there!
[01:28] I should close the window.
Hope you're not feeling cold.
[01:30] Should I get you a sweater?
[01:31] It's Australia!
Australia has winter right now!
[01:35] Look, I won again.
[01:37] I'm used to winning now.
[01:40] I'm thinking of
using this money...
[01:42] ...to go to Australia.
[01:43] Go to Amravati first,
then talk about Australia.
[01:47] Get out of here.
[01:48] Get lost! Go!
[01:57] Hello?
[01:59] What are you doing?
[02:00] I'm feeling very hot.
[02:02] Really? Cause...
[02:04] ...I'm also feeling hot.
[02:07] Idiot, I'm actu"
W0sSThN2omg,https://www.youtube.com/watch?v=W0sSThN2omghttps://www.youtube.com/watch?v=bYSRPuDEnTghttps://www.youtube.com/watch?v=DepUW80BQDwhttps://www.youtube.com/watch?v=bTLaCs-RWYkhttps://www.youtube.com/watch?v=xcJo87se5Kghttps://www.youtube.com/watch?v=xBIowQ0WaR8,1.9,350,Intermediate,0,20,"Homo erectus, human evolution, hybrid child, anthropology, speculative biology",0,0,"The video discusses a hypothetical scenario where a Homo erectus and a modern human have a child, and what the characteristics of this hybrid child might be.","The video's content is mostly speculative and lacks scientific depth, and the latter part of the video appears to be unrelated to the initial topic.","[00:00] Homo erectus had a child with a modern
[00:02] woman. First, logically, fertilization
[00:04] would have to occur. Both belong to the
[00:05] human evolutionary family, [music] so in
[00:07] theory, reproduction would not be
[00:08] completely impossible. After a pregnancy
[00:10] lasting around 9 months, a rare hybrid
[00:13] child could be born combining ancient
[00:14] human adaptations with modern human
[00:16] biology.
[00:17] >> What? the baby would have a smaller,
[00:19] agile body than usual with longer arms,
[00:21] a lower skull, dense muscles, and an
[00:24] unusually strong grip.
[00:25] >> these are like the first humans.
[00:27] >> months, it would show uncommon mobility
[00:29] and climbing skill. Cognitively, it
[00:31] would develop a curious mix. Primitive
[00:33] instincts along with a strong spatial
[00:35] and sensory memory. In adolescence,
[00:37] there would be a great difference as it
[00:38] would be much more agile than a normal
[00:40] teenager. By this time, the biggest
[00:42] difference would be
[00:43] >> What is that mean? which would show
[00:44] longer arms, a very strong jaw, and a
[00:46] skeletal structure prepared for climbing
[00:48] and survival. Here is a comparison of
[00:50] how the difference would be between an
[00:51] average adult man and the Homo erectus.
[00:55] Bro, what the hell is
[00:57] What the [ __ ]
[00:59] Bro, wait, yo.
[01:01] What is going on?
[01:04] Is he calling me a homosectorist or some
[01:06] Wait, Ted, what is he calling me, bro?
[01:08] What the hell Like, bro, what is he even
[01:10] calling me?
[01:13] A home ecater Like, bro, come on, bro.
[01:18] Fortnite with Nick Eh 30?
[01:21] Spizy, are you going to go back to
[01:22] Portugal again? Of course, we're going
[01:23] back to Portugal, bro. Of course, we're
[01:24] going back to Portugal.
[01:26] Of course, bro.
[01:28] Of course, bro.
[01:31] Dreams now.
[01:33] >> [music]
[01:34] >> Dreams in.
[01:39] >> [music]
[01:46] >> Those we"
